src_ip,dst_ip,src_port,dst_port,packet_count,byte_count,flow_duration,bytes_per_packet,label
10.0.0.3,10.0.0.4,20339,80,546,60015,0.2901592687450642,109.91758241758242,0
10.0.0.3,10.0.0.4,47199,80,486,59633,0.6272491278819946,122.70164609053498,0
10.0.0.3,10.0.0.4,14870,80,88,498970,9.317711162097208,5670.113636363636,2
10.0.0.2,10.0.0.4,13533,80,16,1450,17.282192601990673,90.625,1
10.0.0.2,10.0.0.4,36494,80,22,1550,0.3466296170237368,70.45454545454545,1
10.0.0.1,10.0.0.4,38435,80,23,1538,12.960604990961606,66.8695652173913,1
10.0.0.3,10.0.0.4,50975,80,26,1590,3.2833013241184106,61.15384615384615,1
10.0.0.3,10.0.0.4,7979,80,25,1474,3.141255894507256,58.96,1
10.0.0.1,10.0.0.4,8426,80,21,1498,1.333810202825616,71.33333333333333,1
10.0.0.1,10.0.0.4,43160,80,26,1469,10.228775712152556,56.5,1
10.0.0.3,10.0.0.4,62708,80,494,59874,0.9621595384905103,121.20242914979757,0
10.0.0.3,10.0.0.4,58696,80,518,60218,0.24217892219225343,116.25096525096525,0
10.0.0.2,10.0.0.4,19394,80,72,498632,5.35482442105953,6925.444444444444,2
10.0.0.3,10.0.0.4,26229,80,21,1523,2.1243834480680936,72.52380952380952,1
10.0.0.2,10.0.0.4,63744,80,18,1517,3.204063254767692,84.27777777777777,1
10.0.0.2,10.0.0.4,63851,80,22,1502,9.185303385706273,68.27272727272727,1
10.0.0.3,10.0.0.4,31910,80,21,1525,7.203683322164647,72.61904761904762,1
10.0.0.1,10.0.0.4,21712,80,21,1422,11.788764139739452,67.71428571428571,1
10.0.0.2,10.0.0.4,59958,80,24,1510,4.279277355695174,62.916666666666664,1
10.0.0.2,10.0.0.4,47860,80,19,1451,7.604183065304469,76.36842105263158,1
10.0.0.3,10.0.0.4,39860,80,525,60076,0.558704013201187,114.43047619047618,0
10.0.0.3,10.0.0.4,9421,80,503,59888,0.03196961952743672,119.06163021868787,0
10.0.0.1,10.0.0.4,62188,80,77,499612,2.549172293539543,6488.467532467533,2
10.0.0.1,10.0.0.4,55248,80,31,1490,0.8254632433974451,48.064516129032256,1
10.0.0.3,10.0.0.4,58170,80,25,1433,2.222305074054113,57.32,1
10.0.0.3,10.0.0.4,35989,80,22,1466,1.5145141223313454,66.63636363636364,1
10.0.0.1,10.0.0.4,21652,80,22,1559,16.35545688021116,70.86363636363636,1
10.0.0.1,10.0.0.4,49125,80,23,1539,7.503066925824271,66.91304347826087,1
10.0.0.2,10.0.0.4,22506,80,18,1457,10.915320137939792,80.94444444444444,1
10.0.0.3,10.0.0.4,32901,80,20,1450,6.689542068731814,72.5,1
10.0.0.3,10.0.0.4,9184,80,488,60107,0.3348845536900387,123.17008196721312,0
10.0.0.3,10.0.0.4,50924,80,499,60052,1.228279456738998,120.34468937875752,0
10.0.0.2,10.0.0.4,9254,80,90,500377,1.1990020139577218,5559.7444444444445,2
10.0.0.3,10.0.0.4,30699,80,19,1522,0.026727112995211525,80.10526315789474,1
10.0.0.2,10.0.0.4,4893,80,22,1541,3.2091131164630977,70.04545454545455,1
10.0.0.3,10.0.0.4,50975,80,15,1464,3.2887677618683373,97.6,1
10.0.0.3,10.0.0.4,29067,80,15,1451,1.4803063336577371,96.73333333333333,1
10.0.0.2,10.0.0.4,24552,80,20,1501,5.197722077818577,75.05,1
10.0.0.3,10.0.0.4,57385,80,16,1519,4.913226574057591,94.9375,1
10.0.0.1,10.0.0.4,29832,80,14,1532,8.284783359485905,109.42857142857143,1
10.0.0.3,10.0.0.4,39337,80,519,60111,0.3850035388567634,115.82080924855491,0
10.0.0.3,10.0.0.4,41596,80,525,60251,0.7181014800069361,114.76380952380953,0
10.0.0.1,10.0.0.4,13317,80,91,500661,29.40921001904689,5501.7692307692305,2
10.0.0.3,10.0.0.4,48256,80,27,1490,5.5074576884646405,55.18518518518518,1
10.0.0.3,10.0.0.4,40876,80,34,1454,0.06504535493897513,42.76470588235294,1
10.0.0.3,10.0.0.4,55787,80,23,1428,3.2378169271428137,62.08695652173913,1
10.0.0.2,10.0.0.4,8743,80,18,1516,1.2790193327537809,84.22222222222223,1
10.0.0.1,10.0.0.4,49908,80,16,1548,1.9528917245538904,96.75,1
10.0.0.3,10.0.0.4,27773,80,22,1511,6.386330193605556,68.68181818181819,1
10.0.0.3,10.0.0.4,57104,80,18,1583,16.69497347337866,87.94444444444444,1
10.0.0.3,10.0.0.4,32418,80,532,60389,0.3524825151309181,113.51315789473684,0
10.0.0.3,10.0.0.4,62080,80,514,60191,0.12033453156244826,117.10311284046692,0
10.0.0.3,10.0.0.4,24271,80,90,500715,5.905488397576013,5563.5,2
10.0.0.2,10.0.0.4,57368,80,21,1520,2.36817301035301,72.38095238095238,1
10.0.0.1,10.0.0.4,19677,80,17,1501,9.518328435879948,88.29411764705883,1
10.0.0.2,10.0.0.4,11885,80,17,1480,2.23366353374247,87.05882352941177,1
10.0.0.1,10.0.0.4,54349,80,23,1500,2.416268574681447,65.21739130434783,1
10.0.0.3,10.0.0.4,38050,80,21,1519,2.1753235076570068,72.33333333333333,1
10.0.0.3,10.0.0.4,27091,80,28,1587,8.724581472138835,56.67857142857143,1
10.0.0.2,10.0.0.4,41378,80,16,1517,6.05662409418056,94.8125,1
10.0.0.3,10.0.0.4,59941,80,512,59837,0.05931963404587454,116.869140625,0
10.0.0.3,10.0.0.4,52999,80,517,59939,0.23579914935173066,115.93617021276596,0
10.0.0.1,10.0.0.4,35264,80,71,500988,13.461260728048547,7056.169014084507,2
10.0.0.1,10.0.0.4,37930,80,21,1480,5.724190671953878,70.47619047619048,1
10.0.0.3,10.0.0.4,14108,80,17,1548,8.080498003568824,91.05882352941177,1
10.0.0.2,10.0.0.4,18887,80,19,1370,5.047824354058199,72.10526315789474,1
10.0.0.2,10.0.0.4,48000,80,19,1556,6.4265218638717485,81.89473684210526,1
10.0.0.1,10.0.0.4,52925,80,13,1579,1.4314680492226626,121.46153846153847,1
10.0.0.2,10.0.0.4,47655,80,28,1411,14.469551638181379,50.392857142857146,1
10.0.0.1,10.0.0.4,3072,80,18,1552,0.14827359636195245,86.22222222222223,1
10.0.0.3,10.0.0.4,9501,80,508,59479,0.22579402548264405,117.08464566929133,0
10.0.0.3,10.0.0.4,21682,80,474,60120,0.34344520230875025,126.83544303797468,0
10.0.0.3,10.0.0.4,26126,80,58,500528,6.667365737187329,8629.793103448275,2
10.0.0.2,10.0.0.4,28826,80,16,1523,3.2479855397386364,95.1875,1
10.0.0.2,10.0.0.4,31823,80,23,1513,1.7130859936484137,65.78260869565217,1
10.0.0.1,10.0.0.4,33883,80,17,1540,7.373379492432004,90.58823529411765,1
10.0.0.2,10.0.0.4,48457,80,25,1545,0.45055080258930735,61.8,1
10.0.0.1,10.0.0.4,65415,80,23,1536,0.41404767553291394,66.78260869565217,1
10.0.0.1,10.0.0.4,61629,80,24,1479,5.098142405095404,61.625,1
10.0.0.2,10.0.0.4,5092,80,18,1571,3.8405721621725384,87.27777777777777,1
10.0.0.3,10.0.0.4,33153,80,537,60106,0.7207599622674867,111.9292364990689,0
10.0.0.3,10.0.0.4,19839,80,515,59981,0.14109510937383224,116.46796116504855,0
10.0.0.1,10.0.0.4,29860,80,92,499275,6.225748119540508,5426.902173913043,2
10.0.0.1,10.0.0.4,32592,80,22,1446,5.5013997561381265,65.72727272727273,1
10.0.0.2,10.0.0.4,60701,80,25,1522,0.1348268150132143,60.88,1
10.0.0.3,10.0.0.4,15281,80,16,1437,3.236378618073693,89.8125,1
10.0.0.3,10.0.0.4,26534,80,19,1492,1.5770330087273163,78.52631578947368,1
10.0.0.2,10.0.0.4,53059,80,28,1447,11.96927129539413,51.67857142857143,1
10.0.0.2,10.0.0.4,28516,80,22,1513,11.906818722320992,68.77272727272727,1
10.0.0.2,10.0.0.4,35471,80,20,1548,1.1189716328089103,77.4,1
10.0.0.3,10.0.0.4,3248,80,490,60125,0.23900543690215134,122.70408163265306,0
10.0.0.3,10.0.0.4,46719,80,541,59691,1.4553260005521063,110.33456561922365,0
10.0.0.2,10.0.0.4,32041,80,78,500001,5.344124096326735,6410.2692307692305,2
10.0.0.2,10.0.0.4,26358,80,21,1429,7.258708753926752,68.04761904761905,1
10.0.0.2,10.0.0.4,30279,80,22,1463,0.9479552264164043,66.5,1
10.0.0.2,10.0.0.4,49354,80,23,1575,6.132763440291865,68.47826086956522,1
10.0.0.1,10.0.0.4,61946,80,19,1452,0.29849056612269376,76.42105263157895,1
10.0.0.1,10.0.0.4,37852,80,19,1535,0.4133153903354326,80.78947368421052,1
10.0.0.2,10.0.0.4,11433,80,16,1602,3.959976010678936,100.125,1
10.0.0.2,10.0.0.4,17235,80,19,1478,0.8691267405128835,77.78947368421052,1
10.0.0.3,10.0.0.4,8705,80,475,59970,0.19250995524287373,126.25263157894737,0
10.0.0.3,10.0.0.4,27079,80,502,59998,0.026219387992741372,119.5179282868526,0
10.0.0.3,10.0.0.4,54193,80,75,499927,3.5477960514181146,6665.693333333334,2
10.0.0.3,10.0.0.4,34855,80,18,1568,2.1625282770287404,87.11111111111111,1
10.0.0.2,10.0.0.4,53392,80,27,1411,6.280193402044917,52.25925925925926,1
10.0.0.1,10.0.0.4,24711,80,14,1510,2.4134729521156166,107.85714285714286,1
10.0.0.3,10.0.0.4,40432,80,20,1395,4.597542476828729,69.75,1
10.0.0.2,10.0.0.4,21444,80,25,1494,0.1658417064019294,59.76,1
10.0.0.1,10.0.0.4,52290,80,10,1577,8.58048021736116,157.7,1
10.0.0.1,10.0.0.4,19174,80,12,1499,0.0774116520735879,124.91666666666667,1
10.0.0.3,10.0.0.4,16192,80,535,60221,0.9044468794568437,112.5626168224299,0
10.0.0.3,10.0.0.4,33946,80,505,59981,1.1203961927809296,118.77425742574258,0
10.0.0.1,10.0.0.4,28804,80,94,501209,31.612409367096284,5332.010638297872,2
10.0.0.1,10.0.0.4,9309,80,19,1468,0.9091226188682973,77.26315789473684,1
10.0.0.3,10.0.0.4,36033,80,19,1458,3.1005726990083344,76.73684210526316,1
10.0.0.2,10.0.0.4,45042,80,23,1444,5.9400170399359435,62.78260869565217,1
10.0.0.3,10.0.0.4,9845,80,16,1466,0.10932839679910863,91.625,1
10.0.0.2,10.0.0.4,15137,80,24,1565,0.7631531246181649,65.20833333333333,1
10.0.0.2,10.0.0.4,48392,80,18,1509,1.1594552867146164,83.83333333333333,1
10.0.0.2,10.0.0.4,22864,80,13,1517,0.4734688957747699,116.6923076923077,1
10.0.0.3,10.0.0.4,25339,80,512,60508,0.1604956254363843,118.1796875,0
10.0.0.3,10.0.0.4,16190,80,468,60080,0.11945339348285142,128.3760683760684,0
10.0.0.1,10.0.0.4,41273,80,77,499573,17.451932077157135,6487.961038961039,2
10.0.0.1,10.0.0.4,22972,80,22,1508,4.739074073199285,68.54545454545455,1
10.0.0.2,10.0.0.4,20958,80,25,1528,0.8278884165810776,61.12,1
10.0.0.1,10.0.0.4,38124,80,25,1513,1.8441665126099531,60.52,1
10.0.0.3,10.0.0.4,13988,80,21,1458,0.6506952162976807,69.42857142857143,1
10.0.0.1,10.0.0.4,17527,80,19,1560,6.477022771719399,82.10526315789474,1
10.0.0.2,10.0.0.4,45611,80,19,1458,3.2090062195508677,76.73684210526316,1
10.0.0.1,10.0.0.4,57198,80,16,1483,6.331486531510887,92.6875,1
10.0.0.3,10.0.0.4,44708,80,498,59872,0.05333822641154107,120.22489959839358,0
10.0.0.3,10.0.0.4,18444,80,446,59915,0.061246362314759745,134.33856502242153,0
10.0.0.2,10.0.0.4,17919,80,83,500745,4.421296287176992,6033.0722891566265,2
10.0.0.2,10.0.0.4,56413,80,17,1500,0.22317276716254678,88.23529411764706,1
10.0.0.2,10.0.0.4,19347,80,17,1507,4.989360662578394,88.6470588235294,1
10.0.0.1,10.0.0.4,4470,80,25,1592,6.092572822329016,63.68,1
10.0.0.3,10.0.0.4,13879,80,27,1521,1.4787305581100043,56.333333333333336,1
10.0.0.1,10.0.0.4,23177,80,20,1546,16.939145296150066,77.3,1
10.0.0.1,10.0.0.4,9489,80,14,1469,1.6826139774677127,104.92857142857143,1
10.0.0.1,10.0.0.4,39281,80,26,1500,1.0831967474404605,57.69230769230769,1
10.0.0.3,10.0.0.4,36465,80,532,60071,0.02607038856671922,112.91541353383458,0
10.0.0.3,10.0.0.4,38867,80,508,59958,0.3314548896250739,118.0275590551181,0
10.0.0.3,10.0.0.4,4336,80,74,499837,8.502600388107044,6754.554054054054,2
10.0.0.1,10.0.0.4,59899,80,23,1455,1.5082540179664758,63.26086956521739,1
10.0.0.2,10.0.0.4,48641,80,20,1481,0.18279935465253494,74.05,1
10.0.0.2,10.0.0.4,64816,80,21,1479,2.820156419100023,70.42857142857143,1
10.0.0.2,10.0.0.4,60067,80,23,1511,5.810965306210552,65.69565217391305,1
10.0.0.3,10.0.0.4,38236,80,23,1533,10.668719706267499,66.65217391304348,1
10.0.0.3,10.0.0.4,39369,80,14,1586,0.21061309764309383,113.28571428571429,1
10.0.0.1,10.0.0.4,35253,80,20,1481,12.775083745484935,74.05,1
10.0.0.3,10.0.0.4,50961,80,482,59843,0.4078982889929191,124.15560165975104,0
10.0.0.3,10.0.0.4,7101,80,502,60369,0.9876457688089195,120.25697211155378,0
10.0.0.2,10.0.0.4,13631,80,69,500073,0.9336617139914187,7247.434782608696,2
10.0.0.3,10.0.0.4,42485,80,24,1457,0.9471025855415466,60.708333333333336,1
10.0.0.1,10.0.0.4,52829,80,20,1458,0.5527956786455874,72.9,1
10.0.0.2,10.0.0.4,41409,80,26,1509,1.5324065270746083,58.03846153846154,1
10.0.0.3,10.0.0.4,22584,80,19,1469,4.249108500844244,77.3157894736842,1
10.0.0.3,10.0.0.4,43917,80,23,1449,0.9010091973530489,63.0,1
10.0.0.1,10.0.0.4,22876,80,16,1472,0.15484650529839564,92.0,1
10.0.0.1,10.0.0.4,57882,80,26,1489,0.46879047283099246,57.26923076923077,1
10.0.0.3,10.0.0.4,54049,80,485,59516,0.6210477590921804,122.71340206185567,0
10.0.0.3,10.0.0.4,48729,80,512,60180,0.8822760397764771,117.5390625,0
10.0.0.3,10.0.0.4,40921,80,78,499574,2.125381393044669,6404.794871794872,2
10.0.0.3,10.0.0.4,39977,80,24,1458,5.373786161082185,60.75,1
10.0.0.3,10.0.0.4,51115,80,16,1498,1.2597365475041977,93.625,1
10.0.0.1,10.0.0.4,30641,80,21,1478,12.522225584352878,70.38095238095238,1
10.0.0.1,10.0.0.4,35759,80,20,1474,1.7807826066687102,73.7,1
10.0.0.3,10.0.0.4,64271,80,15,1503,0.21742525876229857,100.2,1
10.0.0.2,10.0.0.4,1759,80,16,1516,0.3291261402427586,94.75,1
10.0.0.1,10.0.0.4,12724,80,22,1536,1.1283721880094053,69.81818181818181,1
10.0.0.3,10.0.0.4,59846,80,516,60071,0.7392919836814126,116.41666666666667,0
10.0.0.3,10.0.0.4,31835,80,508,59597,0.5011157114125291,117.31692913385827,0
10.0.0.1,10.0.0.4,12856,80,90,500132,9.293609197626257,5557.022222222222,2
10.0.0.2,10.0.0.4,31066,80,21,1437,1.2031652622204234,68.42857142857143,1
10.0.0.1,10.0.0.4,21322,80,19,1532,5.88326996968798,80.63157894736842,1
10.0.0.2,10.0.0.4,52737,80,14,1475,0.2768084398948337,105.35714285714286,1
10.0.0.2,10.0.0.4,2031,80,25,1513,11.427518350334543,60.52,1
10.0.0.2,10.0.0.4,55673,80,21,1553,7.487519209626827,73.95238095238095,1
10.0.0.1,10.0.0.4,64818,80,30,1481,7.324696934244816,49.36666666666667,1
10.0.0.3,10.0.0.4,59460,80,24,1551,7.38495059299715,64.625,1
10.0.0.3,10.0.0.4,11378,80,495,60156,0.27308433561073653,121.52727272727273,0
10.0.0.3,10.0.0.4,11277,80,557,60276,0.001107604440827719,108.21543985637344,0
10.0.0.2,10.0.0.4,40997,80,72,500524,8.399001232615642,6951.722222222223,2
10.0.0.1,10.0.0.4,22376,80,21,1565,6.050602857774834,74.52380952380952,1
10.0.0.1,10.0.0.4,58182,80,31,1516,4.429364085836481,48.903225806451616,1
10.0.0.3,10.0.0.4,32881,80,16,1455,2.14912826314769,90.9375,1
10.0.0.2,10.0.0.4,19904,80,14,1520,0.22074117961946188,108.57142857142857,1
10.0.0.2,10.0.0.4,24587,80,24,1557,0.335876696847702,64.875,1
10.0.0.2,10.0.0.4,35617,80,16,1572,1.841937758099495,98.25,1
10.0.0.2,10.0.0.4,50306,80,15,1493,8.127563251893385,99.53333333333333,1
10.0.0.3,10.0.0.4,6764,80,464,60118,0.3083371518094967,129.56465517241378,0
10.0.0.3,10.0.0.4,23033,80,530,59880,1.5017230729563622,112.98113207547169,0
10.0.0.2,10.0.0.4,36894,80,78,500017,8.443796773055404,6410.474358974359,2
10.0.0.3,10.0.0.4,49839,80,28,1500,4.509126402876769,53.57142857142857,1
10.0.0.3,10.0.0.4,49148,80,14,1436,6.231966304405756,102.57142857142857,1
10.0.0.2,10.0.0.4,18059,80,20,1495,1.5988884562232364,74.75,1
10.0.0.3,10.0.0.4,20524,80,18,1466,1.131229886170375,81.44444444444444,1
10.0.0.3,10.0.0.4,47835,80,25,1501,0.48810397447095044,60.04,1
10.0.0.3,10.0.0.4,24546,80,16,1510,1.7095301518375647,94.375,1
10.0.0.1,10.0.0.4,36231,80,35,1525,2.8154159642794285,43.57142857142857,1
10.0.0.3,10.0.0.4,8329,80,539,59316,0.3593287739703801,110.04823747680891,0
10.0.0.3,10.0.0.4,16958,80,509,59538,0.7424044915278488,116.97053045186641,0
10.0.0.1,10.0.0.4,60358,80,74,499550,3.329970205700279,6750.675675675676,2
10.0.0.2,10.0.0.4,58775,80,30,1509,1.3569540091921048,50.3,1
10.0.0.1,10.0.0.4,46917,80,14,1555,1.1359565426074005,111.07142857142857,1
10.0.0.3,10.0.0.4,21017,80,22,1569,20.582313470385472,71.31818181818181,1
10.0.0.2,10.0.0.4,23060,80,26,1450,2.2016636525944935,55.76923076923077,1
10.0.0.3,10.0.0.4,29324,80,18,1499,8.801766044437072,83.27777777777777,1
10.0.0.3,10.0.0.4,37476,80,26,1516,0.9449018219146914,58.30769230769231,1
10.0.0.2,10.0.0.4,21089,80,26,1521,4.798994808348329,58.5,1
10.0.0.3,10.0.0.4,22640,80,503,60037,0.7183086855624194,119.35785288270378,0
10.0.0.3,10.0.0.4,38247,80,443,60323,0.4986890631565806,136.16930022573362,0
10.0.0.1,10.0.0.4,61768,80,68,499971,4.267256234526701,7352.514705882353,2
10.0.0.2,10.0.0.4,11939,80,19,1472,9.244893136366915,77.47368421052632,1
10.0.0.3,10.0.0.4,44889,80,19,1465,6.328162371556358,77.10526315789474,1
10.0.0.1,10.0.0.4,14920,80,13,1520,0.5824492043330407,116.92307692307692,1
10.0.0.3,10.0.0.4,17038,80,29,1543,5.9142524273420864,53.206896551724135,1
10.0.0.2,10.0.0.4,40909,80,16,1493,2.285604911316063,93.3125,1
10.0.0.2,10.0.0.4,51042,80,22,1564,5.158459567629682,71.0909090909091,1
10.0.0.3,10.0.0.4,32996,80,25,1516,3.8175413400286278,60.64,1
10.0.0.3,10.0.0.4,28765,80,502,60186,0.5960482120435536,119.89243027888446,0
10.0.0.3,10.0.0.4,14119,80,509,59648,0.24764351975329257,117.18664047151277,0
10.0.0.2,10.0.0.4,27644,80,87,500496,0.5548298434759291,5752.827586206897,2
10.0.0.1,10.0.0.4,51327,80,22,1438,1.109512670950658,65.36363636363636,1
10.0.0.2,10.0.0.4,56510,80,18,1442,1.2774095607276184,80.11111111111111,1
10.0.0.1,10.0.0.4,60851,80,20,1513,2.232607016326624,75.65,1
10.0.0.1,10.0.0.4,19141,80,27,1550,6.298975456583379,57.407407407407405,1
10.0.0.1,10.0.0.4,31273,80,17,1481,2.0956738827028474,87.11764705882354,1
10.0.0.1,10.0.0.4,25143,80,16,1504,3.08837329572373,94.0,1
10.0.0.1,10.0.0.4,57248,80,27,1526,1.5890085944276475,56.51851851851852,1
10.0.0.3,10.0.0.4,15563,80,507,60036,0.1343931210012905,118.41420118343196,0
10.0.0.3,10.0.0.4,22596,80,481,59915,1.8698523547101855,124.56340956340956,0
10.0.0.3,10.0.0.4,15857,80,80,499822,7.9229512288397395,6247.775,2
10.0.0.3,10.0.0.4,19899,80,19,1474,28.512015852345147,77.57894736842105,1
10.0.0.2,10.0.0.4,44612,80,19,1594,11.294069947769277,83.89473684210526,1
10.0.0.1,10.0.0.4,57343,80,24,1501,7.603972822469532,62.541666666666664,1
10.0.0.2,10.0.0.4,62286,80,24,1473,1.098887552090551,61.375,1
10.0.0.3,10.0.0.4,35405,80,19,1435,2.5865718088272978,75.52631578947368,1
10.0.0.1,10.0.0.4,50421,80,21,1498,0.9285148700794082,71.33333333333333,1
10.0.0.2,10.0.0.4,32542,80,15,1463,3.324664192918085,97.53333333333333,1
10.0.0.3,10.0.0.4,45640,80,517,60005,0.17046024312169106,116.06382978723404,0
10.0.0.3,10.0.0.4,24742,80,522,59938,0.25187885833982204,114.82375478927203,0
10.0.0.1,10.0.0.4,32219,80,84,499598,7.337894405599775,5947.5952380952385,2
10.0.0.1,10.0.0.4,10952,80,23,1588,3.786987432849708,69.04347826086956,1
10.0.0.1,10.0.0.4,5404,80,23,1469,0.5377669063140499,63.869565217391305,1
10.0.0.1,10.0.0.4,12245,80,25,1455,3.5098615362490424,58.2,1
10.0.0.2,10.0.0.4,44808,80,14,1523,20.4737857734288,108.78571428571429,1
10.0.0.3,10.0.0.4,39011,80,15,1527,0.05364513643028179,101.8,1
10.0.0.2,10.0.0.4,14822,80,19,1516,3.8749814484017175,79.78947368421052,1
10.0.0.3,10.0.0.4,30276,80,11,1516,2.839335602835064,137.8181818181818,1
10.0.0.3,10.0.0.4,26031,80,512,60315,0.8152898129412979,117.802734375,0
10.0.0.3,10.0.0.4,50844,80,518,60094,0.47723063599792814,116.01158301158301,0
10.0.0.1,10.0.0.4,55251,80,80,499969,1.8817053295116413,6249.6125,2
10.0.0.2,10.0.0.4,38899,80,17,1552,3.038172408983946,91.29411764705883,1
10.0.0.1,10.0.0.4,43130,80,24,1476,2.43037274183731,61.5,1
10.0.0.1,10.0.0.4,24214,80,21,1513,1.0095191538678687,72.04761904761905,1
10.0.0.3,10.0.0.4,63678,80,18,1459,1.8440698539488078,81.05555555555556,1
10.0.0.1,10.0.0.4,44670,80,18,1499,0.8754997320289539,83.27777777777777,1
10.0.0.3,10.0.0.4,13428,80,26,1522,6.554263444450217,58.53846153846154,1
10.0.0.3,10.0.0.4,25144,80,23,1413,2.1588680729446836,61.43478260869565,1
10.0.0.3,10.0.0.4,41624,80,495,59873,0.8032896129739128,120.95555555555555,0
10.0.0.3,10.0.0.4,23969,80,507,59927,1.5235655154316332,118.19921104536489,0
10.0.0.2,10.0.0.4,18803,80,89,499450,4.289175712491532,5611.797752808989,2
10.0.0.1,10.0.0.4,30188,80,17,1551,2.8779979355597685,91.23529411764706,1
10.0.0.1,10.0.0.4,33083,80,18,1546,3.8285295646509017,85.88888888888889,1
10.0.0.1,10.0.0.4,5644,80,25,1477,9.356665361287714,59.08,1
10.0.0.1,10.0.0.4,4897,80,24,1446,0.990837289496535,60.25,1
10.0.0.3,10.0.0.4,14342,80,9,1499,7.01910940280573,166.55555555555554,1
10.0.0.3,10.0.0.4,22484,80,14,1501,6.232582924543633,107.21428571428571,1
10.0.0.2,10.0.0.4,9979,80,30,1472,0.8144238283569839,49.06666666666667,1
10.0.0.3,10.0.0.4,55354,80,473,59703,0.11414975083478834,126.22198731501057,0
10.0.0.3,10.0.0.4,43152,80,518,59960,1.2290508941957625,115.75289575289575,0
10.0.0.3,10.0.0.4,11719,80,73,500255,5.196254293745573,6852.808219178082,2
10.0.0.1,10.0.0.4,30169,80,23,1457,5.620284619309182,63.34782608695652,1
10.0.0.2,10.0.0.4,57135,80,23,1404,2.9774534869078693,61.04347826086956,1
10.0.0.2,10.0.0.4,61360,80,20,1443,14.791889805648207,72.15,1
10.0.0.1,10.0.0.4,8092,80,19,1509,8.217172777928328,79.42105263157895,1
10.0.0.3,10.0.0.4,6774,80,20,1589,5.525990325531297,79.45,1
10.0.0.2,10.0.0.4,50043,80,24,1478,2.722879337550883,61.583333333333336,1
10.0.0.2,10.0.0.4,60503,80,16,1503,1.768910917079467,93.9375,1
10.0.0.3,10.0.0.4,46601,80,499,60125,0.24135578115471623,120.49098196392785,0
10.0.0.3,10.0.0.4,12126,80,493,59819,0.07327283721044564,121.3367139959432,0
10.0.0.1,10.0.0.4,54339,80,78,499473,3.029122387012348,6403.5,2
10.0.0.3,10.0.0.4,46971,80,20,1517,3.6974454875026304,75.85,1
10.0.0.3,10.0.0.4,34326,80,19,1561,4.92733887040398,82.15789473684211,1
10.0.0.3,10.0.0.4,54398,80,24,1525,2.8565988315580886,63.541666666666664,1
10.0.0.1,10.0.0.4,60081,80,16,1512,4.496747514748113,94.5,1
10.0.0.2,10.0.0.4,6096,80,21,1550,14.08436885631539,73.80952380952381,1
10.0.0.2,10.0.0.4,31329,80,13,1420,1.601375975005555,109.23076923076923,1
10.0.0.3,10.0.0.4,33196,80,20,1563,4.0548921287816695,78.15,1
10.0.0.3,10.0.0.4,15306,80,504,60330,0.3001603821466133,119.70238095238095,0
10.0.0.3,10.0.0.4,43030,80,476,59480,0.1366763490731506,124.95798319327731,0
10.0.0.2,10.0.0.4,41810,80,91,500128,19.55779051411666,5495.912087912088,2
10.0.0.2,10.0.0.4,52974,80,22,1502,2.1941524153099805,68.27272727272727,1
10.0.0.2,10.0.0.4,48552,80,19,1519,4.571756729532068,79.94736842105263,1
10.0.0.3,10.0.0.4,35667,80,18,1500,1.24737117268393,83.33333333333333,1
10.0.0.2,10.0.0.4,63082,80,26,1465,1.2104493726831071,56.34615384615385,1
10.0.0.3,10.0.0.4,37533,80,15,1502,13.427787778467442,100.13333333333334,1
10.0.0.2,10.0.0.4,14363,80,26,1456,3.2594428933536252,56.0,1
10.0.0.3,10.0.0.4,64004,80,27,1556,1.1023399254013986,57.629629629629626,1
10.0.0.3,10.0.0.4,50786,80,529,60621,0.6005122887791816,114.59546313799622,0
10.0.0.3,10.0.0.4,24181,80,485,60050,0.43811411488376056,123.81443298969072,0
10.0.0.2,10.0.0.4,44773,80,83,500562,11.858762062320867,6030.8674698795185,2
10.0.0.2,10.0.0.4,59746,80,20,1607,1.023151810933597,80.35,1
10.0.0.2,10.0.0.4,9613,80,23,1565,0.9281463280144566,68.04347826086956,1
10.0.0.3,10.0.0.4,41160,80,16,1447,4.202336215876444,90.4375,1
10.0.0.2,10.0.0.4,31675,80,20,1551,17.27004426759639,77.55,1
10.0.0.3,10.0.0.4,44503,80,15,1539,1.7551815886948965,102.6,1
10.0.0.2,10.0.0.4,65423,80,31,1451,1.1319627340729335,46.806451612903224,1
10.0.0.1,10.0.0.4,49142,80,18,1527,14.63686196119303,84.83333333333333,1
10.0.0.3,10.0.0.4,9216,80,504,59813,0.4702730310813183,118.6765873015873,0
10.0.0.3,10.0.0.4,18703,80,503,60110,0.24240573116027997,119.50298210735586,0
10.0.0.3,10.0.0.4,20338,80,78,499516,9.943219088295344,6404.051282051282,2
10.0.0.2,10.0.0.4,64492,80,25,1491,2.2468135887298573,59.64,1
10.0.0.2,10.0.0.4,3414,80,25,1426,3.2558321952722578,57.04,1
10.0.0.2,10.0.0.4,36223,80,15,1459,5.406737716321274,97.26666666666667,1
10.0.0.1,10.0.0.4,50081,80,21,1436,10.051106075960154,68.38095238095238,1
10.0.0.3,10.0.0.4,24159,80,27,1457,0.7748406130102132,53.96296296296296,1
10.0.0.2,10.0.0.4,49135,80,12,1476,7.612158221587296,123.0,1
